Ort;Plz;Bundesland
Crawinkel;99330;Thüringen
Creglingen;97993;Baden-Württemberg
Cremlingen;38162;Niedersachsen
Creußen;95473;Bayern
Creuzburg;99831;Thüringen
Criewen;16306;Brandenburg
Crimla;7557;Thüringen
Crimmitschau;8451;Sachsen
Crinitz;3246;Brandenburg
Crinitzberg;8147;Sachsen
Crispendorf;7924;Thüringen
Crivitz;19089;Mecklenburg-Vorpommern
Cröchern;39517;Sachsen-Anhalt
Crock;98673;Thüringen
Crölpa-Löbschütz;6628;Sachsen-Anhalt
Cronenberg;67744;Rheinland-Pfalz
Crossen;7613;Thüringen
Crostau;2681;Sachsen
Crösten;7318;Thüringen
Crostwitz;1920;Sachsen
Crottendorf;9474;Sachsen
Crussow;16278;Brandenburg
Cumlosen;19322;Brandenburg
Cunewalde;2733;Sachsen
Cunnersdorf;1728;Sachsen
Cursdorf;98744;Thüringen
Cuxhaven;27472;Niedersachsen
Cuxhaven;27474;Niedersachsen
Cuxhaven;27476;Niedersachsen
Cuxhaven;27478;Niedersachsen
Czorneboh;2733;Sachsen
Daaden;57567;Rheinland-Pfalz
Daasdorf a Berge;99428;Thüringen
Daasdorf b Buttelstedt;99439;Thüringen
Dabel;19406;Mecklenburg-Vorpommern
Dabendorf;15806;Brandenburg
Dabergotz;16818;Brandenburg
Daberkow;17129;Mecklenburg-Vorpommern
Dabrun;6888;Sachsen-Anhalt
Dachau;85221;Bayern
Dachrieden;99974;Thüringen
Dachsbach;91462;Bayern
Dachsberg;79875;Baden-Württemberg
Dachsbergau;84371;Bayern
Dachsborn;56340;Rheinland-Pfalz
Dachsenhausen;56340;Rheinland-Pfalz
Dachshof;75385;Baden-Württemberg
Dachwig;99100;Thüringen
Dackenheim;67273;Rheinland-Pfalz
Dackscheid;54619;Rheinland-Pfalz
Dackscheid;54649;Rheinland-Pfalz
Dadow;19294;Mecklenburg-Vorpommern
Dagebüll;25899;Schlewig-Holstein
Dägeling;25578;Schlewig-Holstein
Dahlem;21368;Niedersachsen
Dahlem;53949;Nordrhein-Westfalen
Dahlem;54636;Rheinland-Pfalz
Dahlen;4774;Sachsen
Dahlen;14793;Brandenburg
Dahlen;39579;Sachsen-Anhalt
Dahlenburg;21368;Niedersachsen
Dahlenwarsleben;39326;Sachsen-Anhalt
Dahlewitz;15827;Brandenburg
Dahlhausen;16928;Brandenburg
Dahlheim;56348;Rheinland-Pfalz
Dahlum;38170;Niedersachsen
Dahlwitz-Hoppegarten;15366;Brandenburg
Dahme;15936;Brandenburg
Dahme;23747;Schlewig-Holstein
Dahmen;17166;Mecklenburg-Vorpommern
Dahmker;22946;Schlewig-Holstein
Dahmsdorf;15864;Brandenburg
Dahn;66994;Rheinland-Pfalz
Dahnen;54689;Rheinland-Pfalz
Dahnsdorf;14806;Brandenburg
Dähre;29413;Sachsen-Anhalt
Daisendorf;88718;Baden-Württemberg
Daiting;86653;Bayern
Dalberg;55595;Rheinland-Pfalz
Dalberg-Wendelstorf;19071;Mecklenburg-Vorpommern
Daldorf;24635;Schlewig-Holstein
Daleiden;54689;Rheinland-Pfalz
Dalheim;55278;Rheinland-Pfalz
Dalichow;14913;Brandenburg
Dalkendorf;17166;Mecklenburg-Vorpommern
Dalldorf;21483;Schlewig-Holstein
Dallgow;14624;Brandenburg
Dalliendorf;23996;Mecklenburg-Vorpommern
Dallmin;19357;Brandenburg
Dambach;55765;Rheinland-Pfalz
Dambeck;19357;Mecklenburg-Vorpommern
Dambeck;23996;Mecklenburg-Vorpommern
Dambeck;29416;Sachsen-Anhalt
Damelang;14822;Brandenburg
Dämelow;19417;Mecklenburg-Vorpommern
Damendorf;24361;Schlewig-Holstein
Damerow;17121;Mecklenburg-Vorpommern
Damerow;17309;Mecklenburg-Vorpommern
Damerow;39539;Sachsen-Anhalt
Damflos;54413;Rheinland-Pfalz
Damlos;23738;Schlewig-Holstein
Damm;18196;Mecklenburg-Vorpommern
Damm;19374;Mecklenburg-Vorpommern
Dammbach;63874;Bayern
Damme;14715;Brandenburg
Damme;17291;Brandenburg
Damme;49401;Niedersachsen
Dammendorf;15299;Brandenburg
Dammereez;19273;Mecklenburg-Vorpommern
Dammersbach;94526;Bayern
Dammeshof;36326;Hessen
Dammesmühle;36326;Hessen
Dammfleth;25554;Schlewig-Holstein
Dammsfeld;25776;Schlewig-Holstein
Dammühle;56472;Rheinland-Pfalz
Damnatz;29472;Niedersachsen
Damp;24351;Schlewig-Holstein
Damscheid;55432;Rheinland-Pfalz
Damsdorf;14797;Brandenburg
Damsdorf;23824;Schlewig-Holstein
Damshagen;23948;Mecklenburg-Vorpommern
Danewitz;16321;Brandenburg
Dangelsdorf;14828;Brandenburg
Dänischenhagen;24229;Schlewig-Holstein
Dankerath;53520;Rheinland-Pfalz
Dankerode;6493;Sachsen-Anhalt
Dankmarshausen;99837;Thüringen
Danna;14913;Brandenburg
Dannau;24329;Schlewig-Holstein
Danndorf;38461;Niedersachsen
Danneborth;18236;Mecklenburg-Vorpommern
Dannefeld;39649;Sachsen-Anhalt
Dannenberg;16259;Brandenburg
Dannenberg;29451;Niedersachsen
Dannenfels;67814;Rheinland-Pfalz
Dannenreich;15754;Brandenburg
Dannenwalde;16775;Brandenburg
Dannenwalde;16866;Brandenburg
Dannewerk;24867;Schlewig-Holstein
Dannhof;19348;Brandenburg
Dannigkow;39245;Sachsen-Anhalt
Dannstadt-Schauernheim;67125;Rheinland-Pfalz
Danstedt;38855;Sachsen-Anhalt
Darchau;19273;Niedersachsen
Dardesheim;38836;Sachsen-Anhalt
Dargardt;19357;Brandenburg
Dargelin;17498;Mecklenburg-Vorpommern
Dargen;17419;Mecklenburg-Vorpommern
Dargow;23883;Schlewig-Holstein
Dargun;17159;Mecklenburg-Vorpommern
Darlingerode;38871;Sachsen-Anhalt
Darmstadt;64283;Hessen
Darmstadt;64285;Hessen
Darmstadt;64287;Hessen
Darmstadt;64289;Hessen
Darmstadt;64291;Hessen
Darmstadt;64293;Hessen
Darmstadt;64295;Hessen
Darmstadt;64297;Hessen
Darritz;16818;Brandenburg
Darsband;18581;Mecklenburg-Vorpommern
Darscheid;54552;Rheinland-Pfalz
Darsikow;16818;Brandenburg
Darstein;76848;Rheinland-Pfalz
Darze;19372;Mecklenburg-Vorpommern
Dasburg;54689;Rheinland-Pfalz
Dasing;86453;Bayern
Daskow;18320;Mecklenburg-Vorpommern
Dassel;37586;Niedersachsen
Dassendorf;21521;Schlewig-Holstein
Dassow;23942;Mecklenburg-Vorpommern
Dätgen;24589;Schlewig-Holstein
Datteln;45711;Nordrhein-Westfalen
Dattenberg;53547;Rheinland-Pfalz
Datzeroth;56589;Rheinland-Pfalz
Daubach;55566;Rheinland-Pfalz
Daubach;56412;Rheinland-Pfalz
Daubiansmühle;53520;Rheinland-Pfalz
Dauchingen;78083;Baden-Württemberg
Dauer;17291;Brandenburg
Daun;54550;Rheinland-Pfalz
Dausenau;56132;Rheinland-Pfalz
Dautmergen;72356;Baden-Württemberg
Dautphetal;35232;Hessen
Dauwelshausen;54673;Rheinland-Pfalz
Daxberg;83368;Bayern
Daxweiler;55442;Rheinland-Pfalz
Dechow;19217;Mecklenburg-Vorpommern
Dechtow;16833;Brandenburg
Deckelstein;93152;Bayern
Deckenpfronn;75392;Baden-Württemberg
Dedeleben;38836;Sachsen-Anhalt
Dedelow;17291;Brandenburg
Dedelstorf;29386;Niedersachsen
Dedenbach;53426;Rheinland-Pfalz
Dederstedt;6295;Sachsen-Anhalt
Deensen;37627;Niedersachsen
Deersheim;38835;Sachsen-Anhalt
Deesbach;98744;Thüringen
Deesen;56237;Rheinland-Pfalz
Deetz;14550;Brandenburg
Deetz;39264;Sachsen-Anhalt
Deetz;39599;Sachsen-Anhalt
Deggendorf;94469;Bayern
Deggenhausertal;88693;Baden-Württemberg
Deggingen;73326;Baden-Württemberg
Dehlitz;6686;Sachsen-Anhalt
Deibow;19300;Mecklenburg-Vorpommern
Deidesheim;67146;Rheinland-Pfalz
Deilingen;78586;Baden-Württemberg
Deimberg;67742;Rheinland-Pfalz
Deining;83739;Bayern
Deining;92364;Bayern
Deiningen;86738;Bayern
Deinste;21717;Niedersachsen
Deinstedt;27446;Niedersachsen
Deisenhausen;86489;Bayern
Deisenhofen;82041;Bayern
Deißlingen;78652;Baden-Württemberg
Deizisau;73779;Baden-Württemberg
Delbrück;33129;Nordrhein-Westfalen
Delingsdorf;22941;Schlewig-Holstein
Delitz;6246;Sachsen-Anhalt
Delitzsch;4509;Sachsen
Dellfeld;66503;Rheinland-Pfalz
Dellien;19273;Niedersachsen
Delligsen;31073;Niedersachsen
Dellingen;57537;Rheinland-Pfalz
Dellstedt;25786;Schlewig-Holstein
Delmenhorst;27749;Niedersachsen
Delmenhorst;27751;Niedersachsen
Delmenhorst;27753;Niedersachsen
Delmenhorst;27755;Niedersachsen
Delve;25788;Schlewig-Holstein
Demen;19089;Mecklenburg-Vorpommern
Demerath;54552;Rheinland-Pfalz
Demern;19217;Mecklenburg-Vorpommern
Demerthin;16866;Brandenburg
Demitz-Thumitz;1877;Sachsen
Demker;39579;Sachsen-Anhalt
Demmin;17109;Mecklenburg-Vorpommern
Demnitz;15518;Brandenburg
Demsin;39307;Sachsen-Anhalt
Denkendorf;73770;Baden-Württemberg
Denkendorf;85095;Bayern
Denkingen;78588;Baden-Württemberg
Denklingen;86920;Bayern
Denkte;38321;Niedersachsen
Dennewitz;14913;Brandenburg
Dennheritz;8393;Sachsen
Dennweiler-Frohnbach;66871;Rheinland-Pfalz
Densborn;54570;Rheinland-Pfalz
Densow;17268;Brandenburg
Denterhof;54597;Rheinland-Pfalz
Dentlein;91599;Bayern
Denzlingen;79211;Baden-Württemberg
Derben;39317;Sachsen-Anhalt
Derenburg;38895;Sachsen-Anhalt
Derental;37691;Niedersachsen
Dergenthin;19348;Brandenburg
Dermbach;36466;Thüringen
Dermsdorf;99625;Thüringen
Dernau;53507;Rheinland-Pfalz
Dernbach;56307;Rheinland-Pfalz
Dernbach;56428;Rheinland-Pfalz
Dernbach;76857;Rheinland-Pfalz
Dersau;24326;Schlewig-Holstein
Derschen;57520;Rheinland-Pfalz
Dersekow;17498;Mecklenburg-Vorpommern
Dersenow;19260;Mecklenburg-Vorpommern
Dersum;26906;Niedersachsen
Derwitz;14550;Brandenburg
Desloch;55592;Rheinland-Pfalz
Despetal;31035;Niedersachsen
Dessau;6842;Sachsen-Anhalt
Dessau;6844;Sachsen-Anhalt
Dessau;6846;Sachsen-Anhalt
Dessau;6847;Sachsen-Anhalt
Dessau;6849;Sachsen-Anhalt
Dessighofen;56357;Rheinland-Pfalz
Dessin;19406;Mecklenburg-Vorpommern
Dessow;16845;Brandenburg
Detern;26847;Niedersachsen
Detershagen;39291;Sachsen-Anhalt
Detmold;32756;Nordrhein-Westfalen
Detmold;32758;Nordrhein-Westfalen
Detmold;32760;Nordrhein-Westfalen
Dettelbach;97337;Bayern
Dettenhausen;72135;Baden-Württemberg
Dettenheim;76706;Baden-Württemberg
Dettighofen;79802;Baden-Württemberg
Dettingen;72581;Baden-Württemberg
Dettingen;73265;Baden-Württemberg
Dettingen;88451;Baden-Württemberg
Dettmannsdorf;18334;Mecklenburg-Vorpommern
Dettum;38173;Niedersachsen
Detzel Gut;39345;Sachsen-Anhalt
Detzel Schloß;39345;Sachsen-Anhalt
Detzem;54340;Rheinland-Pfalz
Deuben;4828;Sachsen
Deuben;6682;Sachsen-Anhalt
Deudesfeld;54570;Rheinland-Pfalz
Deuerling;93180;Bayern
Deuna;37355;Thüringen
Deuselbach;54411;Rheinland-Pfalz
Deutenried;86989;Bayern
Deutsch Bork;14822;Brandenburg
Deutsch Evern;21407;Niedersachsen
Deutschhof;16818;Brandenburg
Deutschneudorf;9548;Sachsen
Deutzen;4574;Sachsen
Dexheim;55278;Rheinland-Pfalz
Deyelsdorf;18513;Mecklenburg-Vorpommern
Dhronecken;54426;Rheinland-Pfalz
Dichtelbach;55494;Rheinland-Pfalz
Dickdamm;15859;Brandenburg
Dickel;49453;Niedersachsen
Dickendorf;57520;Rheinland-Pfalz
Dickenschied;55483;Rheinland-Pfalz
Dickesbach;55758;Rheinland-Pfalz
Dickte;14728;Brandenburg
Didderse;38530;Niedersachsen
Diebach;91583;Bayern
Dieblich;56332;Rheinland-Pfalz
Dieburg;64807;Hessen
Diebzig;6369;Sachsen-Anhalt
Diedenberg;57548;Rheinland-Pfalz
Diedersdorf;15306;Brandenburg
Diedersdorf;15831;Brandenburg
Diedorf;36452;Thüringen
Diedorf;86420;Bayern
Diedorf;99988;Thüringen
Diedrichshagen;17498;Mecklenburg-Vorpommern
Diedrichshagen;23936;Mecklenburg-Vorpommern
Diefenbach;54538;Rheinland-Pfalz
Diekhof;18299;Mecklenburg-Vorpommern
Diekholzen;31199;Niedersachsen
Diekhusen-Fahrstedt;25709;Schlewig-Holstein
Dieler;56283;Rheinland-Pfalz
Dielheim;69234;Baden-Württemberg
Dielkirchen;67811;Rheinland-Pfalz
Dielmissen;37633;Niedersachsen
Diemelsee;34519;Hessen
Diemelstadt;34474;Hessen
Diemitz;17252;Mecklenburg-Vorpommern
Dienethal;56379;Rheinland-Pfalz
Dienheim;55276;Rheinland-Pfalz
Diensdorf-Radlow;15864;Brandenburg
Dienstedt-Hettstedt;99326;Thüringen
Dienstweiler;55765;Rheinland-Pfalz
Diepenau;31603;Niedersachsen
Diepensee;15831;Brandenburg
Diepholz;49356;Niedersachsen
Diepoldsburg;73266;Baden-Württemberg
Diepoltstatt;83364;Bayern
Diera;1665;Sachsen
Dierbach;76889;Rheinland-Pfalz
Dierberg;16835;Brandenburg
Dierdorf;56269;Rheinland-Pfalz
Dierfeld;54533;Rheinland-Pfalz
Dierhagen;18347;Mecklenburg-Vorpommern
Dierscheid;54523;Rheinland-Pfalz
Diesbar-Seußlitz;1612;Sachsen
Diesburgerhof;54668;Rheinland-Pfalz
Diesdorf;29413;Sachsen-Anhalt
Dieskau;6184;Sachsen-Anhalt
Diespeck;91456;Bayern
Dießen;86911;Bayern
Diestelow;19399;Mecklenburg-Vorpommern
Dietenborn;99713;Thüringen
Dietenheim;89165;Baden-Württemberg
Dietenhofen;90599;Bayern
Dieterode;37318;Thüringen
Dietersburg;84378;Bayern
Dietersdorf;6536;Sachsen-Anhalt
Dietersdorf;14913;Brandenburg
Dietersheim;91463;Bayern
Dieterskirchen;92542;Bayern
Dietfurt;92345;Bayern
Diethardt;56355;Rheinland-Pfalz
Dietingen;78661;Baden-Württemberg
Dietlas;36460;Thüringen
Dietmannsried;87463;Bayern
Dietramszell;83623;Bayern
Dietrichingen;66484;Rheinland-Pfalz
Dietrichsdorf;6888;Sachsen-Anhalt
Dietzenbach;63128;Hessen
Dietzenrode/Vatterode;37318;Thüringen
Dietzhausen;98530;Thüringen
Dietzhausen;98530;Thüringen
Dietzhölztal;35716;Hessen
Diez;65582;Rheinland-Pfalz
Dill;55487;Rheinland-Pfalz
Dillenburg;35683;Hessen
Dillenburg;35684;Hessen
Dillenburg;35685;Hessen
Dillenburg;35686;Hessen
Dillenburg;35687;Hessen
Dillenburg;35688;Hessen
Dillenburg;35689;Hessen
Dillenburg;35690;Hessen
Dillendorf;55481;Rheinland-Pfalz
Dillingen;66763;Saarland
Dillingen;89407;Bayern
Dillstädt;98530;Thüringen
Dimbach;76848;Rheinland-Pfalz
Dingdorf;54614;Rheinland-Pfalz
Dingelstädt;37351;Thüringen
Dingelstedt;38838;Sachsen-Anhalt
Dingen;25715;Schlewig-Holstein
Dingolfing;84130;Bayern
Dingolshausen;97497;Bayern
Dingsleben;98646;Thüringen
Dingwatt;24891;Schlewig-Holstein
Dinkelsbühl;91550;Bayern
Dinkelscherben;86424;Bayern
Dinklage;49413;Niedersachsen
Dinnies;19406;Mecklenburg-Vorpommern
Dinslaken;46535;Nordrhein-Westfalen
Dinslaken;46537;Nordrhein-Westfalen
Dinslaken;46539;Nordrhein-Westfalen
Dintesheim;55234;Rheinland-Pfalz
Dippach;99837;Thüringen
Dipperz;36160;Hessen
Dippmannsdorf;14806;Brandenburg
Dippoldiswalde;1744;Sachsen
Dirlewang;87742;Bayern
Dirmstein;67246;Rheinland-Pfalz
Dirrfelden;89264;Bayern
Dischingen;89561;Baden-Württemberg
Dissen;3096;Brandenburg
Dissen;49201;Niedersachsen
Ditfurt;6484;Sachsen-Anhalt
Ditscheid;56729;Rheinland-Pfalz
Dittelbrunn;97456;Bayern
Dittelsdorf;2788;Sachsen
Dittelsheim-Heßloch;67596;Rheinland-Pfalz
Dittenheim;91723;Bayern
Dittersdorf;7422;Thüringen
Dittersdorf;7907;Thüringen
Dittmannsdorf;9326;Sachsen
Dittmannsdorf;9573;Sachsen
Dittmannsdorf;9629;Sachsen
Dittrichshütte;7422;Thüringen
Dittweiler;66903;Rheinland-Pfalz
Ditzingen;71254;Baden-Württemberg
Divitz-Spoldershagen;18314;Mecklenburg-Vorpommern
Dixförda;6928;Sachsen-Anhalt
Dobberkau;39606;Sachsen-Anhalt
Döbbersen;19243;Mecklenburg-Vorpommern
Dobbertin;19399;Mecklenburg-Vorpommern
Dobbin;18292;Mecklenburg-Vorpommern
Dobbrun;39606;Sachsen-Anhalt
Dobel;75335;Baden-Württemberg
Dobelgraben;83329;Bayern
Döbeln;4720;Sachsen
Doberburg;15868;Brandenburg
Doberenz;9306;Sachsen
Döberitz;14727;Brandenburg
Doberlug-Kirchhain;3253;Brandenburg
Döbern;3159;Brandenburg
Dobernitz;1594;Sachsen
Döbernitz;4509;Sachsen
Doberschau;2692;Sachsen
Doberschütz;4838;Sachsen
Dobersdorf;24232;Schlewig-Holstein
Dobian;7389;Thüringen
Dobitschen;4626;Thüringen
Döblitz;6198;Sachsen-Anhalt
Dobra;1561;Sachsen
Dobra;4924;Brandenburg
Dobra Bad;1561;Sachsen
Döbrichau;4886;Sachsen
Döbris;6727;Sachsen-Anhalt
Döbritschen;99441;Thüringen
Dobritz;39264;Sachsen-Anhalt
Döbritz;7381;Thüringen
Dockendorf;54636;Rheinland-Pfalz
Dockweiler;54552;Rheinland-Pfalz
Dodenburg;54518;Rheinland-Pfalz
Dodendorf;39171;Sachsen-Anhalt
Dodow;19243;Mecklenburg-Vorpommern
Dogern;79804;Baden-Württemberg
Döhlau;95182;Bayern
Döhlen;7330;Thüringen
Dohma;1796;Sachsen
Dohm-Lammersdorf;54576;Rheinland-Pfalz
Dohna;1809;Sachsen
Dohndorf;6369;Sachsen-Anhalt
Dohnsen;37620;Niedersachsen
Dohr;56812;Rheinland-Pfalz
Dohren;21255;Niedersachsen
Dohren;49770;Niedersachsen
Döhren;39356;Sachsen-Anhalt
Dölbau;6184;Sachsen-Anhalt
Dolgelin;15306;Brandenburg
Dolgen;17258;Mecklenburg-Vorpommern
Dolgenbrodt;15754;Brandenburg
Dolgesheim;55278;Rheinland-Pfalz
Dolglas;18239;Mecklenburg-Vorpommern
Dollart;26831;Niedersachsen
Dolle;39517;Sachsen-Anhalt
Döllen;16866;Brandenburg
Dollenchen;3238;Brandenburg
Dollern;21739;Niedersachsen
Dollerup;24989;Schlewig-Holstein
Dollgen;15913;Brandenburg
Dollgow;16775;Brandenburg
Döllingen;4928;Brandenburg
Döllnitz;6184;Sachsen-Anhalt
Dollnstein;91795;Bayern
Dollrottfeld;24392;Schlewig-Holstein
Döllstädt;99100;Thüringen
Dombühl;91601;Bayern
Domersleben;39164;Sachsen-Anhalt
Dömitz;19303;Mecklenburg-Vorpommern
Dommershausen;56290;Rheinland-Pfalz
Dommitzsch;4880;Sachsen
Domnitz;6420;Sachsen-Anhalt
Domsdorf;3116;Brandenburg
Domsdorf;4924;Brandenburg
Domsühl;19374;Mecklenburg-Vorpommern
Donaueschingen;78166;Baden-Württemberg
Donaustauf;93093;Bayern
Donauwörth;86609;Bayern
Dönges;36460;Thüringen
Dönitz;38486;Sachsen-Anhalt
Dönkendorf;23942;Mecklenburg-Vorpommern
Donndorf;6571;Thüringen
Donnersdorf;97499;Bayern
Donsieders;66978;Rheinland-Pfalz
Donzdorf;73072;Baden-Württemberg
Dörentrup;32694;Nordrhein-Westfalen
Dorf Gutow;23948;Mecklenburg-Vorpommern
Dorf Mecklenburg;23972;Mecklenburg-Vorpommern
Dorf Reppenhagen;23948;Mecklenburg-Vorpommern
Dorf Wahrsow;23923;Mecklenburg-Vorpommern
Dorf Zechlin;16837;Brandenburg
Dorfchemnitz;9619;Sachsen
Dorfen;84405;Bayern
Dorfhain;1738;Sachsen
Dorfilm;7338;Thüringen
Dörfles-Esbach;96487;Bayern
Dorfprozelten;97904;Bayern
Döringsdorf;37308;Thüringen
Dormagen;41539;Nordrhein-Westfalen
Dormagen;41540;Nordrhein-Westfalen
Dormagen;41541;Nordrhein-Westfalen
Dormagen;41542;Nordrhein-Westfalen
Dormettingen;72358;Baden-Württemberg
Dormitz;91077;Bayern
Dorna;6901;Sachsen-Anhalt
Dörna;99976;Thüringen
Dörnberg;56379;Rheinland-Pfalz
Dornbock;6369;Sachsen-Anhalt
Dornburg;7778;Thüringen
Dornburg;39264;Sachsen-Anhalt
Dornburg;65599;Hessen
Dorndorf;7407;Thüringen
Dorndorf;36460;Thüringen
Dorndorf-Steudnitz;7778;Thüringen
Dorn-Dürkheim;67585;Rheinland-Pfalz
Dörnfeld a d Ilm;99326;Thüringen
Dornhan;72175;Baden-Württemberg
Dornhecken;83546;Bayern
Dornheim;99310;Thüringen
Dornholzhausen;56357;Rheinland-Pfalz
Dörnick;24326;Schlewig-Holstein
Dörnitz;39291;Sachsen-Anhalt
Dornreichenbach;4808;Sachsen
Dornstadt;89160;Baden-Württemberg
Dornstedt;6179;Sachsen-Anhalt
Dornstetten;72280;Baden-Württemberg
Dornswalde;15837;Brandenburg
Dornum;26553;Niedersachsen
Dorotheenhof;16766;Brandenburg
Dörpen;26892;Niedersachsen
Dörphof;24398;Schlewig-Holstein
Dörpling;25794;Schlewig-Holstein
Dörpstedt;24869;Schlewig-Holstein
Dörpum;25821;Schlewig-Holstein
Dörpumfeld;25821;Schlewig-Holstein
Dörrebach;55444;Rheinland-Pfalz
Dörrenbach;76889;Rheinland-Pfalz
Dörrmoschel;67806;Rheinland-Pfalz
Dörrwalde;1983;Brandenburg
Dörscheid;56348;Rheinland-Pfalz
Dörsdorf;56370;Rheinland-Pfalz
Dorsel;53533;Rheinland-Pfalz
Dorsheim;55452;Rheinland-Pfalz
Dorst;39638;Sachsen-Anhalt
Dorstadt;38312;Niedersachsen
Dorsten;46282;Nordrhein-Westfalen
Dorsten;46284;Nordrhein-Westfalen
Dorsten;46286;Nordrhein-Westfalen
Dörth;56281;Rheinland-Pfalz
Dortmund;44135;Nordrhein-Westfalen
Dortmund;44137;Nordrhein-Westfalen
Dortmund;44139;Nordrhein-Westfalen
Dortmund;44141;Nordrhein-Westfalen
Dortmund;44143;Nordrhein-Westfalen
Dortmund;44145;Nordrhein-Westfalen
Dortmund;44147;Nordrhein-Westfalen
Dortmund;44149;Nordrhein-Westfalen
Dortmund;44225;Nordrhein-Westfalen
Dortmund;44227;Nordrhein-Westfalen
Dortmund;44229;Nordrhein-Westfalen
Dortmund;44263;Nordrhein-Westfalen
Dortmund;44265;Nordrhein-Westfalen
Dortmund;44267;Nordrhein-Westfalen
Dortmund;44269;Nordrhein-Westfalen
Dortmund;44287;Nordrhein-Westfalen
Dortmund;44289;Nordrhein-Westfalen
Dortmund;44309;Nordrhein-Westfalen
Dortmund;44319;Nordrhein-Westfalen
Dortmund;44328;Nordrhein-Westfalen
Dortmund;44329;Nordrhein-Westfalen
Dortmund;44339;Nordrhein-Westfalen
Dortmund;44357;Nordrhein-Westfalen
Dortmund;44359;Nordrhein-Westfalen
Dortmund;44369;Nordrhein-Westfalen
Dortmund;44379;Nordrhein-Westfalen
Dortmund;44388;Nordrhein-Westfalen
Dorum;27632;Niedersachsen
Dörverden;27313;Niedersachsen
;;
Dörzbach;74677;Baden-Württemberg
Döschnitz;7429;Thüringen
Döschwitz;6712;Sachsen-Anhalt
Dösitz;1594;Sachsen
Dößel;6198;Sachsen-Anhalt
Dossenheim;69221;Baden-Württemberg
Dossow;16909;Brandenburg
Dötlingen;27801;Niedersachsen
Dotternhausen;72359;Baden-Württemberg
Döttesfeld;56305;Rheinland-Pfalz
Döttinger Höhe;53520;Rheinland-Pfalz
Drachhausen;3185;Brandenburg
Drachselsried;94256;Bayern
Drackendorf;7751;Thüringen
Drackendorf;7751;Thüringen
Drackenstedt;39365;Sachsen-Anhalt
Drackenstein;73345;Baden-Württemberg
Drage;21423;Niedersachsen
Drage;25582;Schlewig-Holstein
Drage;25878;Schlewig-Holstein
Dragensdorf;7907;Thüringen
Dragun;19205;Mecklenburg-Vorpommern
Drahendorf;15848;Brandenburg
Drahnsdorf;15938;Brandenburg
Drakenburg;31623;Niedersachsen
Drangstedt;27624;Niedersachsen
Dranse;16909;Brandenburg
Dransfeld;37127;Niedersachsen
Dranske;18556;Mecklenburg-Vorpommern
Drantum;49685;Niedersachsen
Draschwitz;4668;Sachsen
Draschwitz;6712;Sachsen-Anhalt
Drasdo;4938;Brandenburg
Dreba;7806;Thüringen
Drebach;9430;Sachsen
Drebber;49457;Niedersachsen
Drebkau;3116;Brandenburg
Drebsdorf;6528;Sachsen-Anhalt
Drechow;18465;Mecklenburg-Vorpommern
Dreeker Fladder;49457;Niedersachsen
Drees;53520;Rheinland-Pfalz
Dreetz;16845;Brandenburg
Dreetz;18249;Mecklenburg-Vorpommern
Drefahl;19372;Mecklenburg-Vorpommern
Dreggers;23845;Schlewig-Holstein
Drehfeld;9629;Sachsen
Drehnow;3185;Brandenburg
Drei Annen Hohne;38875;Sachsen-Anhalt
Dreieich;63303;Hessen
Dreifaltigkeitsberg Gem Weng;84164;Bayern
Dreifelden;57629;Rheinland-Pfalz
Dreihof;76879;Rheinland-Pfalz
Dreikirchen;56414;Rheinland-Pfalz
Dreileben;39365;Sachsen-Anhalt
Dreilützow;19243;Mecklenburg-Vorpommern
Dreis;54518;Rheinland-Pfalz
Dreisbach;56472;Rheinland-Pfalz
Dreis-Brück;54552;Rheinland-Pfalz
Dreisen;67816;Rheinland-Pfalz
Dreißig;4720;Sachsen
Dreitzsch;7819;Thüringen
Drelsdorf;25853;Schlewig-Holstein
Drenkow;19376;Mecklenburg-Vorpommern
Drense;17291;Brandenburg
Drensteinfurt;48317;Nordrhein-Westfalen
Drentwede;49406;Niedersachsen
Dreschvitz;18573;Mecklenburg-Vorpommern
Dresden;1067;Sachsen
Dresden;1069;Sachsen
Dresden;1097;Sachsen
Dresden;1099;Sachsen
Dresden;1108;Sachsen
Dresden;1109;Sachsen
Dresden;1127;Sachsen
Dresden;1129;Sachsen
Dresden;1139;Sachsen
Dresden;1156;Sachsen
Dresden;1157;Sachsen
Dresden;1159;Sachsen
Dresden;1169;Sachsen
Dresden;1187;Sachsen
Dresden;1189;Sachsen
Dresden;1217;Sachsen
Dresden;1219;Sachsen
Dresden;1237;Sachsen
Dresden;1239;Sachsen
Dresden;1257;Sachsen
Dresden;1259;Sachsen
Dresden;1277;Sachsen
Dresden;1279;Sachsen
Dresden;1307;Sachsen
Dresden;1309;Sachsen
Dresden;1324;Sachsen
Dresden;1326;Sachsen
Dresden;1328;Sachsen
Drestedt;21279;Niedersachsen
Drestedt-Valzik;21255;Niedersachsen
Dretzen;14793;Brandenburg
Drewelow;17392;Mecklenburg-Vorpommern
Drewen;16866;Brandenburg
Drewitz;3197;Brandenburg
Drewitz;39291;Sachsen-Anhalt
Driedorf;35759;Hessen
Drieschnitz-Kahsel;3130;Brandenburg
Driftsethe;27628;Niedersachsen
Drispeth;19069;Mecklenburg-Vorpommern
Dröbischau;7426;Thüringen
Drochow;1994;Brandenburg
