CET,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2000-10-11,18,16,13,14,11,5,94,76,48,1010,1003,1000,10,9,5,45,21,,0.00,5,Rain,238
2000-10-12,14,11,9,11,5,0,94,67,38,1008,1003,1000,10,10,9,27,16,,0.00,4,Rain,275
2000-10-13,16,10,4,6,3,1,93,67,36,1017,1013,1008,10,10,10,26,6,,0.00,2,,10
2000-10-14,17,12,8,4,2,1,71,55,34,1018,1016,1015,10,10,10,19,10,,0.00,4,,346
2000-10-15,17,9,2,9,3,-1,93,67,34,1015,1013,1011,10,10,10,10,3,,0.00,3,Rain,74
2000-10-16,19,14,10,9,4,1,88,54,34,1024,1017,1012,10,10,10,29,11,,0.00,3,,308
2000-10-17,19,12,5,4,2,1,87,56,30,1029,1027,1025,,,,8,3,,0.00,,,312
2000-10-18,22,13,4,4,3,1,93,55,27,1029,1027,1025,,,,14,5,,0.00,,,295
2000-10-19,23,16,9,6,4,3,76,49,29,1025,1023,1020,10,10,10,14,5,,0.00,3,,224
2000-10-20,16,12,9,12,9,6,94,76,55,1019,1016,1013,10,9,6,19,5,,0.00,5,Rain,359
2000-10-21,17,13,11,13,11,10,100,90,68,1020,1015,1013,10,10,8,29,10,,0.00,6,Rain,118
2000-10-22,21,16,11,13,12,10,100,81,49,1024,1022,1020,10,10,8,21,10,,0.00,6,Rain,18
2000-10-23,22,16,11,12,11,9,94,72,43,1023,1021,1019,10,10,10,26,8,,0.00,5,,18
2000-10-24,22,18,13,12,12,9,88,71,43,1022,1020,1019,10,10,10,29,16,,0.00,5,,34
2000-10-25,21,14,9,11,9,8,100,74,43,1022,1020,1018,10,10,10,11,6,,0.00,4,,327
2000-10-26,21,16,11,12,10,8,88,71,43,1023,1021,1020,10,10,10,11,3,,0.00,4,,174
2000-10-27,22,14,7,11,9,7,100,75,43,1026,1024,1023,10,9,8,10,5,,0.00,0,,269
2000-10-28,22,13,6,10,8,6,100,73,40,1024,1023,1020,10,8,6,27,6,50,0.00,1,,297
2000-10-29,19,14,9,10,8,7,100,76,52,1024,1022,1021,10,9,6,19,5,,0.00,5,,169
2000-10-30,16,10,4,9,6,1,100,74,39,1021,1017,1010,10,9,2,34,10,,0.00,3,Fog-Rain,248
2000-10-31,14,10,6,10,4,0,93,67,38,1019,1014,1009,10,10,9,29,14,,0.00,3,,256
2000-11-1,15,8,0,4,2,0,100,68,39,1019,1017,1016,10,10,10,23,6,34,0.00,3,,237
2000-11-2,13,11,9,12,9,5,100,89,67,1016,1011,1008,10,9,4,23,16,,0.00,7,Rain,202
2000-11-3,12,10,8,8,2,-3,87,59,35,1018,1012,1008,10,10,10,32,16,,0.00,3,,281
2000-11-4,12,6,1,4,2,0,100,67,44,1022,1020,1019,10,10,10,19,10,,0.00,3,,209
2000-11-5,14,10,7,12,8,4,100,95,76,1021,1015,1005,10,7,3,37,11,,0.00,7,Rain,192
2000-11-6,15,11,8,13,4,-1,94,65,41,1006,1003,999,10,10,4,47,29,,0.00,5,Rain,260
2000-11-7,10,8,5,3,-1,-6,87,58,32,1010,1008,1006,10,10,10,34,18,55,0.00,4,,259
2000-11-8,10,7,4,2,1,-1,87,67,53,1014,1010,1008,10,10,5,23,13,45,0.00,3,,241
2000-11-9,11,6,1,4,1,-1,100,75,44,1021,1017,1014,10,10,7,16,10,,0.00,1,,185
2000-11-10,13,6,-1,3,0,-2,100,72,38,1024,1022,1021,10,10,10,11,5,,0.00,1,,357
2000-11-11,12,7,3,7,4,0,93,77,62,1024,1023,1021,10,10,10,13,5,,0.00,6,,356
2000-11-12,16,12,8,10,8,6,93,81,59,1021,1015,1009,10,10,10,24,6,,0.00,6,,216
2000-11-13,13,10,8,11,7,1,100,78,47,1009,1008,1006,10,9,5,23,13,39,0.00,5,Rain,236
2000-11-14,10,5,0,5,2,0,100,83,62,1014,1011,1009,10,9,4,14,5,,0.00,4,,290
2000-11-15,13,7,1,4,2,-1,100,73,41,1019,1016,1014,10,10,9,16,5,,0.00,2,,16
2000-11-16,10,4,-2,7,1,-3,100,78,50,1019,1018,1017,10,10,10,16,5,,0.00,4,,245
2000-11-17,12,7,2,6,1,-2,100,70,38,1025,1021,1018,10,10,10,34,8,,0.00,4,,360
2000-11-18,12,6,-1,1,0,-2,100,72,41,1025,1022,1020,10,10,10,14,3,,0.00,1,,180
2000-11-19,14,7,-1,7,2,-2,100,78,51,1020,1017,1014,10,10,9,21,5,,0.00,3,,218
2000-11-20,12,10,8,8,4,1,93,69,47,1015,1012,1011,10,10,10,32,16,,0.00,5,,268
2000-11-21,12,8,4,8,4,2,100,76,62,1018,1016,1015,10,9,3,26,18,,0.00,4,Fog,224
2000-11-22,12,10,9,11,9,7,100,92,82,1018,1014,1011,10,9,4,23,13,,0.00,7,Rain,187
2000-11-23,13,10,8,11,5,-1,100,71,41,1017,1011,1006,10,8,5,45,23,53,0.00,5,Rain,265
2000-11-24,7,3,1,6,3,0,100,87,61,1021,1018,1016,10,7,3,14,6,,0.00,7,Rain,183
2000-11-25,14,9,5,12,9,5,100,96,82,1020,1019,1017,10,5,0,24,6,,0.00,7,Fog,263
2000-11-26,17,14,12,14,12,10,100,83,63,1024,1021,1010,10,10,10,32,19,,0.00,4,,227
2000-11-27,16,12,7,13,9,7,100,79,63,1026,1024,1022,10,10,10,29,19,,0.00,3,,241
2000-11-28,19,11,4,12,7,4,100,84,49,1025,1020,1014,10,9,6,11,5,,0.00,2,,12
2000-11-29,14,11,8,9,8,5,94,82,58,1019,1015,1012,10,9,6,27,13,,0.00,5,Rain,221
2000-11-30,11,7,4,8,7,4,100,92,82,1021,1019,1018,10,7,0,14,5,,0.00,5,Fog-Rain,170
2000-12-1,12,10,8,11,9,7,100,94,87,1019,1017,1015,10,7,1,13,6,,0.00,6,Fog-Rain,146
2000-12-2,12,10,8,9,6,0,100,77,47,1024,1020,1016,10,9,3,24,11,,0.00,3,Fog-Rain,250
2000-12-3,8,4,1,6,4,1,100,94,87,1027,1025,1024,10,7,0,11,5,,0.00,4,Fog,112
2000-12-4,12,9,6,7,6,5,100,89,71,1024,1022,1021,10,9,8,11,3,,0.00,5,,359
2000-12-5,9,7,4,6,5,4,100,92,76,1021,1018,1016,10,10,8,10,3,,0.00,5,Rain,357
2000-12-6,11,9,7,10,9,7,100,96,93,1017,1015,1011,10,9,3,24,6,,0.00,6,Rain,160
2000-12-7,16,13,10,11,8,6,94,79,52,1015,1006,1003,10,10,7,61,19,89,0.00,5,Rain,187
2000-12-8,11,8,6,8,7,6,100,86,71,1019,1015,1010,10,10,5,21,13,,0.00,3,Rain,196
2000-12-9,10,7,4,6,4,3,100,83,62,1027,1023,1019,10,10,10,24,13,,0.00,4,,213
2000-12-10,10,7,4,8,5,3,100,89,76,1033,1030,1028,10,10,10,8,5,,0.00,5,Rain,195
2000-12-11,12,7,2,9,4,2,100,90,62,1034,1033,1032,10,5,1,8,3,,0.00,5,Fog,358
2000-12-12,12,6,0,7,3,0,100,88,51,1034,1032,1031,9,8,6,13,3,,0.00,6,,344
2000-12-13,12,6,1,6,3,1,100,86,58,1033,1031,1027,10,9,8,8,3,,0.00,6,,358
2000-12-14,12,8,4,9,6,3,100,85,62,1027,1022,1020,10,10,9,23,6,,0.00,5,Rain,212
2000-12-15,10,6,2,8,-1,-5,93,62,35,1023,1021,1019,10,10,10,26,11,32,0.00,2,,258
2000-12-16,8,2,-3,-1,-2,-4,100,79,46,1025,1023,1021,10,10,10,8,3,,0.00,1,,347
2000-12-17,7,1,-4,1,-1,-4,100,83,57,1023,1022,1021,10,10,9,13,5,,0.00,3,,204
2000-12-18,8,6,3,4,2,1,100,83,71,1024,1023,1023,10,10,10,11,5,,0.00,6,,23
2000-12-19,11,6,0,7,2,0,100,89,54,1023,1019,1015,10,2,0,10,3,,0.00,5,Fog,9
2000-12-20,9,3,-2,4,1,-2,100,82,57,1015,1012,1010,10,10,10,11,3,,0.00,6,,358
2000-12-21,10,6,2,4,3,1,100,82,62,1012,1010,1007,10,10,10,21,6,,0.00,4,,135
2000-12-22,8,7,7,7,5,3,100,82,71,1006,1002,1000,10,9,7,34,23,47,0.00,6,Rain,144
2000-12-23,9,7,6,6,6,4,100,90,71,1007,1005,1002,10,9,5,23,10,,0.00,6,Rain,186
2000-12-24,10,8,7,7,6,4,100,89,76,1002,998,997,10,9,4,24,11,,0.00,6,Rain,186
2000-12-25,9,7,6,7,6,4,100,88,81,1002,999,997,10,9,5,23,13,,0.00,6,Rain,213
2000-12-26,9,7,5,7,5,4,100,89,76,998,996,994,10,8,5,23,11,,0.00,6,Rain,220
2000-12-27,9,7,5,4,3,0,93,77,57,1008,999,994,10,10,10,27,19,47,0.00,4,,259
2000-12-28,9,6,3,6,3,-3,100,81,57,1012,1008,1003,10,9,5,34,21,,0.00,5,Rain,234
2000-12-29,10,8,7,5,4,1,81,72,54,1015,1011,1006,10,10,10,35,23,,0.00,4,,254
2000-12-30,10,7,4,7,2,-3,93,68,50,1020,1010,1003,10,10,7,48,27,53,0.00,4,Rain,306
2000-12-31,7,3,-1,4,0,-4,93,79,60,1022,1020,1017,10,10,8,10,2,,0.00,5,,354
2001-1-1,10,7,4,9,6,3,100,89,81,1017,1011,1007,10,9,3,26,11,,0.00,6,Rain,204
2001-1-2,10,8,7,6,5,3,93,80,62,1018,1012,1008,10,10,10,27,21,,0.00,5,,232
2001-1-3,9,7,6,6,5,4,93,83,71,1021,1018,1016,10,10,10,26,19,,0.00,5,Rain,219
2001-1-4,11,9,7,9,7,4,100,83,67,1021,1018,1014,10,9,7,32,18,,0.00,4,Rain,221
2001-1-5,14,10,6,13,9,4,100,93,82,1019,1011,1006,10,8,4,27,10,,0.00,6,Rain,212
2001-1-6,13,9,6,11,4,0,100,76,54,1014,1009,1005,10,10,7,32,16,,0.00,6,Rain,262
2001-1-7,8,6,3,2,0,-3,93,73,46,1022,1018,1015,10,10,10,14,6,,0.00,3,,278
2001-1-8,7,2,-3,0,-1,-3,100,77,53,1024,1022,1020,10,10,10,10,3,,0.00,1,,161
2001-1-9,4,1,-2,4,1,-2,100,94,75,1020,1016,1014,10,6,2,11,5,,0.00,6,Rain,354
2001-1-10,10,7,3,9,6,3,100,98,87,1017,1015,1013,10,5,3,21,5,,0.00,6,Rain,337
2001-1-11,11,8,5,9,7,5,100,90,76,1013,1010,1007,10,9,6,27,16,,0.00,6,Rain,170
2001-1-12,9,7,6,7,6,4,100,93,81,1013,1009,1007,10,9,5,16,6,,0.00,5,Rain,14
2001-1-13,12,6,1,5,3,0,100,78,58,1020,1017,1014,10,10,10,16,8,,0.00,4,,348
2001-1-14,11,6,0,5,3,0,100,81,54,1020,1019,1018,10,10,10,11,3,,0.00,4,,212
2001-1-15,7,3,1,5,3,0,100,89,81,1019,1017,1016,10,8,3,19,5,,0.00,6,,271
2001-1-16,8,6,4,5,4,2,100,89,71,1018,1017,1017,10,9,6,21,8,,0.00,6,Rain,214
2001-1-17,8,4,2,5,3,2,100,85,71,1022,1021,1018,10,9,0,21,6,,0.00,3,Fog,213
2001-1-18,9,7,5,6,4,3,100,89,71,1022,1016,1012,10,8,3,27,11,,0.00,6,Rain,208
2001-1-19,10,6,1,4,2,-1,100,79,47,1027,1022,1014,10,9,2,26,6,,0.00,2,Fog,271
2001-1-20,10,4,-1,2,1,-1,100,80,47,1029,1028,1027,10,10,10,8,3,,0.00,1,,62
2001-1-21,10,4,-2,3,1,-2,100,85,58,1029,1026,1023,9,7,6,10,5,,0.00,,,334
2001-1-22,8,3,-1,7,2,-2,100,92,71,1023,1019,1018,10,7,3,19,6,,0.00,6,,257
2001-1-23,13,10,7,10,9,7,100,91,82,1020,1018,1016,10,8,2,34,18,,0.00,6,Rain,215
2001-1-24,12,10,8,10,7,5,94,83,67,1016,1013,1011,10,9,3,32,23,48,0.00,5,Rain,224
2001-1-25,9,7,5,6,3,-1,87,77,53,1018,1015,1012,10,10,7,32,24,,0.00,3,Rain,240
2001-1-26,10,6,2,9,4,1,94,90,81,1019,1016,1010,10,9,7,34,18,,0.00,5,Rain,216
2001-1-27,11,8,5,10,7,2,100,84,58,1016,1012,1008,10,10,10,32,16,,0.00,5,Rain,260
2001-1-28,10,8,5,8,1,-4,93,65,46,1008,1004,999,10,10,10,53,27,74,0.00,4,,279
2001-1-29,10,7,4,2,-2,-5,75,59,40,1023,1017,1009,10,10,10,39,23,,0.00,3,,349
2001-1-30,11,4,-1,1,-3,-6,87,62,32,1026,1024,1023,10,10,10,14,6,,0.00,1,,16
2001-1-31,14,7,-1,5,2,-2,100,76,51,1025,1023,1022,10,10,8,11,3,,0.00,3,,95
2001-2-1,14,10,6,5,3,3,81,63,48,1026,1025,1024,10,10,10,37,13,,0.00,3,,358
2001-2-2,13,7,1,4,3,-1,100,76,47,1026,1025,1023,10,9,8,11,5,,0.00,1,,175
2001-2-3,12,6,-1,5,2,-1,100,82,54,1025,1023,1021,10,9,6,14,5,,0.00,1,,247
2001-2-4,11,7,3,7,4,2,100,83,54,1021,1019,1017,10,9,4,35,10,50,0.00,4,,253
2001-2-5,10,8,6,9,7,4,100,89,81,1022,1020,1019,10,8,1,23,11,,0.00,6,Rain,200
2001-2-6,12,10,9,9,6,4,94,77,62,1019,1015,1012,10,10,6,26,16,,0.00,5,,181
2001-2-7,10,8,6,7,6,2,100,84,66,1012,1008,1005,10,9,6,42,19,,0.00,6,Rain,187
2001-2-8,9,7,6,5,3,-1,93,77,54,1021,1013,1009,10,10,5,35,21,,0.00,6,Rain,256
2001-2-9,10,5,0,5,1,-2,93,70,46,1030,1026,1022,10,10,10,21,10,,0.00,5,,218
2001-2-10,14,10,7,10,8,5,100,89,72,1037,1033,1030,10,9,4,11,6,,0.00,5,,161
2001-2-11,17,11,5,9,7,5,100,82,52,1039,1037,1036,10,7,3,10,5,,0.00,3,Fog,320
2001-2-12,17,9,2,8,6,2,100,81,52,1037,1035,1032,9,6,3,10,5,,0.00,0,Fog,350
2001-2-13,17,9,2,7,4,1,100,77,48,1033,1026,1020,9,9,8,21,6,,0.00,4,,343
2001-2-14,10,6,1,5,1,-1,93,72,54,1022,1019,1018,10,10,10,23,8,,0.00,5,,35
2001-2-15,12,8,5,6,3,1,87,74,50,1029,1025,1022,10,10,9,24,14,,0.00,4,Rain,35
2001-2-16,14,7,1,3,0,-3,93,63,33,1031,1029,1028,10,10,10,19,8,,0.00,2,,16
2001-2-17,16,7,-1,0,-2,-4,93,59,27,1031,1029,1027,10,9,8,13,5,,0.00,1,,330
2001-2-18,10,3,-3,0,-3,-5,100,70,35,1029,1027,1025,10,10,10,29,8,,0.00,4,,19
2001-2-19,11,6,1,0,-1,-3,93,62,41,1032,1030,1029,10,10,7,19,10,,0.00,4,Snow,37
2001-2-20,15,7,-2,2,-2,-4,93,59,29,1032,1029,1026,9,8,8,10,3,,0.00,1,,360
2001-2-21,16,6,-3,-1,-4,-7,93,56,22,1029,1027,1026,,,,10,5,,0.00,,,318
2001-2-22,17,7,-2,1,-1,-4,100,64,30,1027,1023,1019,9,6,5,11,5,,0.00,0,,15
2001-2-23,15,7,-1,6,2,-2,93,72,38,1019,1013,1008,10,9,7,23,6,,0.00,6,,335
2001-2-24,12,8,5,5,1,-3,93,64,41,1009,1007,1005,10,10,10,27,8,,0.00,5,,25
2001-2-25,9,6,1,-3,-6,-7,65,47,32,1016,1013,1009,10,10,10,29,16,,0.00,2,,23
2001-2-26,8,2,-4,-4,-6,-8,80,54,34,1016,1013,1006,10,10,10,19,6,,0.00,2,,204
2001-2-27,7,4,2,0,-4,-8,75,53,34,1006,1003,1001,10,10,10,40,18,,0.00,3,,265
2001-2-28,8,4,2,-3,-7,-9,65,45,31,1008,1006,1003,10,10,10,37,23,,0.00,3,,282
2001-3-1,6,4,3,5,2,-4,100,84,53,1009,1005,1001,10,8,3,19,11,,0.00,6,Rain,241
2001-3-2,14,9,4,11,8,4,100,90,77,1000,991,965,10,7,3,40,19,60,0.00,6,Rain-Thunderstorm,230
2001-3-3,14,11,9,9,8,6,93,81,63,1004,999,996,10,9,3,47,26,64,0.00,5,Rain,217
2001-3-4,13,11,9,11,9,6,100,87,71,1008,1005,1003,10,9,4,37,21,,0.00,7,Rain,204
2001-3-5,15,12,10,11,10,9,100,87,72,1017,1014,1008,10,10,8,19,11,,0.00,6,Rain,199
2001-3-6,21,16,11,13,11,8,100,78,43,1017,1015,1013,10,10,5,39,11,,0.00,6,Rain,207
2001-3-7,15,12,9,13,11,7,100,89,82,1017,1014,1010,10,9,5,21,10,,0.00,5,Rain-Thunderstorm,194
2001-3-8,13,10,8,9,7,5,94,80,67,1015,1014,1012,10,10,10,35,23,53,0.00,4,Rain,241
2001-3-9,14,12,10,10,9,8,94,83,72,1018,1016,1014,10,10,7,35,26,48,0.00,5,,239
2001-3-10,18,14,12,13,12,10,94,84,72,1022,1020,1018,10,10,10,32,23,,0.00,4,,241
2001-3-11,19,16,12,13,11,8,100,80,49,1022,1020,1018,10,10,9,24,11,,0.00,4,,197
2001-3-12,15,12,9,11,8,1,100,78,58,1020,1016,1015,10,9,4,29,11,,0.00,4,Rain,256
2001-3-13,14,7,1,2,1,-1,93,63,36,1025,1023,1020,10,10,10,11,5,,0.00,1,,83
2001-3-14,16,8,1,4,2,-1,100,66,31,1024,1021,1017,8,8,8,10,3,,0.00,0,,2
2001-3-15,20,11,2,6,3,-1,93,64,28,1018,1014,1009,8,8,8,16,5,,0.00,6,,61
2001-3-16,14,9,5,8,4,2,93,70,51,1010,1008,1007,10,10,9,35,13,53,0.00,6,Rain,208
2001-3-17,11,8,6,6,3,0,93,66,50,1013,1012,1009,10,10,10,26,16,,0.00,2,,234
2001-3-18,14,9,5,9,6,4,93,77,63,1017,1014,1012,10,10,10,32,13,,0.00,4,,208
2001-3-19,15,11,7,9,8,7,100,81,63,1020,1019,1017,10,10,10,21,10,,0.00,5,,217
2001-3-20,18,12,7,10,8,6,100,76,49,1020,1019,1017,10,10,8,34,10,,0.00,4,,222
2001-3-21,18,14,12,10,9,9,88,73,56,1019,1016,1015,10,10,10,35,14,,0.00,5,,205
2001-3-22,21,17,13,12,10,7,88,69,40,1017,1015,1013,10,10,10,26,16,,0.00,6,,204
2001-3-23,24,14,6,8,6,4,93,61,27,1014,1011,1006,,,,16,5,,0.00,,,321
2001-3-24,16,13,10,9,5,3,82,59,42,1008,1006,1003,10,10,10,39,21,60,0.00,4,,235
2001-3-25,13,10,7,7,5,2,93,72,47,1010,1009,1008,10,10,3,34,16,,0.00,4,Rain,228
2001-3-26,13,9,6,8,6,4,100,83,58,1010,1008,1006,10,10,4,27,11,58,0.00,5,Rain,191
2001-3-27,14,8,3,8,4,-4,100,77,29,1014,1013,1010,10,7,0,21,5,,0.00,5,Fog,222
2001-3-28,16,10,5,6,3,-2,100,65,33,1017,1015,1014,10,10,10,24,8,,0.00,5,,280
2001-3-29,14,11,8,7,3,0,87,60,38,1018,1016,1014,10,10,10,42,26,55,0.00,5,,270
2001-3-30,18,14,10,9,6,1,76,60,48,1021,1019,1018,10,10,10,32,23,,0.00,5,,286
2001-3-31,21,14,8,9,7,4,93,59,33,1023,1021,1020,10,10,10,23,8,,0.00,3,,31
2001-4-1,21,13,7,8,2,-5,93,50,18,1023,1021,1019,10,10,10,14,5,,0.00,2,,134
2001-4-2,18,11,5,8,4,-2,87,60,36,1021,1019,1018,10,10,10,21,8,,0.00,5,,300
2001-4-3,17,11,6,7,4,2,93,63,39,1021,1020,1018,10,10,10,21,8,,0.00,4,,293
2001-4-4,18,11,4,9,5,1,93,67,42,1022,1020,1019,10,10,10,23,10,,0.00,4,,218
2001-4-5,19,14,9,11,9,7,94,72,46,1025,1023,1022,10,10,10,19,8,,0.00,4,,208
2001-4-6,21,13,7,10,8,5,93,68,42,1025,1023,1020,10,9,6,27,6,,0.00,3,,285
2001-4-7,16,12,9,7,0,-3,59,45,31,1023,1021,1019,10,10,10,40,27,55,0.00,3,,290
2001-4-8,17,11,5,3,1,-2,76,49,30,1029,1026,1023,10,10,10,32,18,,0.00,3,,356
2001-4-9,22,12,2,3,0,-3,81,43,25,1029,1027,1024,9,9,8,16,6,,0.00,0,,342
2001-4-10,22,13,6,6,3,0,76,50,28,1026,1025,1023,10,10,10,34,8,,0.00,1,,30
2001-4-11,18,12,7,3,-1,-3,62,43,27,1026,1024,1023,10,10,10,37,14,,0.00,1,,24
2001-4-12,20,11,3,1,-2,-4,70,44,20,1026,1024,1021,,,,23,11,,0.00,,,27
2001-4-13,19,12,5,0,-3,-6,57,36,22,1022,1020,1016,10,10,10,26,14,45,0.00,1,,42
2001-4-14,20,13,6,1,-2,-7,66,41,18,1022,1020,1019,,,,26,18,,0.00,,,58
2001-4-15,22,12,2,1,-3,-7,75,36,20,1023,1021,1018,,,,16,6,,0.00,,,290
2001-4-16,23,14,5,6,2,-1,81,48,27,1019,1016,1013,10,10,10,21,5,,0.00,4,,339
2001-4-17,21,14,8,10,4,1,94,56,30,1014,1012,1008,10,9,4,32,11,,0.00,5,Rain-Thunderstorm,17
2001-4-18,15,11,8,10,7,6,100,81,55,1013,1012,1011,10,9,5,16,6,,0.00,5,Rain,36
2001-4-19,17,10,4,7,4,1,93,67,39,1012,1009,1006,10,10,10,26,6,,0.00,4,,358
2001-4-20,15,8,2,2,-3,-5,70,49,27,1014,1011,1009,10,10,10,27,18,,0.00,3,,43
2001-4-21,14,8,2,-2,-4,-6,65,45,29,1018,1016,1014,10,10,10,19,8,,0.00,3,,350
2001-4-22,19,10,2,7,3,-2,87,59,38,1016,1012,1009,10,10,10,39,10,,0.00,4,,314
2001-4-23,20,16,11,9,8,6,82,63,46,1013,1011,1009,10,10,10,34,19,,0.00,2,,236
2001-4-24,19,14,10,10,8,5,88,65,45,1015,1014,1013,10,9,4,34,19,,0.00,4,,224
2001-4-25,17,13,9,10,0,-6,77,45,20,1023,1020,1015,10,10,10,35,18,,0.00,3,,282
2001-4-26,21,12,3,3,1,-2,81,48,23,1023,1021,1017,10,10,10,14,6,,0.00,5,,335
2001-4-27,18,12,6,6,2,-1,81,52,28,1021,1018,1017,10,10,10,37,8,,0.00,3,,19
2001-4-28,21,12,4,5,1,-1,87,47,23,1022,1020,1015,,,,14,6,,0.00,,,230
2001-4-29,18,12,7,10,4,-1,88,64,28,1015,1010,1004,10,10,5,29,6,,0.00,6,Rain,227
2001-4-30,11,7,4,2,-2,-5,71,50,35,1012,1008,1006,10,10,10,23,10,,0.00,5,,90
2001-5-1,11,7,3,6,2,-1,93,76,50,1013,1012,1011,10,9,3,24,8,,0.00,6,Rain,358
2001-5-2,11,6,2,5,3,0,100,80,47,1023,1013,1011,10,8,0,34,6,,0.00,6,Fog,167
2001-5-3,14,9,5,5,2,-1,93,69,38,1012,1010,1007,10,10,6,21,5,,0.00,4,,80
2001-5-4,14,8,3,8,3,1,93,71,41,1012,1010,1008,10,10,9,14,8,,0.00,3,Rain,355
2001-5-5,15,9,4,6,2,-2,93,59,31,1015,1014,1012,10,10,10,27,8,,0.00,4,,358
2001-5-6,17,9,2,2,1,-1,87,54,32,1018,1016,1015,10,10,10,19,8,,0.00,3,,25
2001-5-7,18,10,2,3,2,0,87,55,32,1019,1017,1016,10,10,10,11,8,,0.00,2,,22
2001-5-8,19,13,7,10,6,1,94,65,30,1019,1017,1014,10,10,5,24,10,,0.00,5,Rain,22
2001-5-9,16,12,9,9,6,3,100,72,52,1016,1014,1012,10,9,5,23,6,,0.00,5,Rain,121
2001-5-10,16,12,8,10,8,5,100,79,48,1017,1015,1013,10,9,6,19,3,,0.00,5,,262
2001-5-11,21,13,6,10,7,5,100,67,35,1019,1018,1017,10,9,8,13,3,,0.00,2,,217
2001-5-12,22,14,7,10,7,3,93,61,29,1019,1016,1012,10,10,8,23,6,,0.00,4,,255
2001-5-13,18,14,10,9,6,3,88,59,37,1016,1014,1012,10,10,10,29,16,,0.00,4,,221
2001-5-14,15,13,11,10,6,1,94,63,41,1013,1012,1011,10,10,8,23,11,,0.00,5,Rain,216
2001-5-15,19,14,11,12,10,7,94,76,46,1015,1013,1011,10,9,6,29,11,,0.00,6,,215
2001-5-16,22,16,10,11,9,6,87,62,43,1016,1015,1013,10,10,10,24,11,,0.00,3,,221
2001-5-17,24,17,9,12,10,8,100,61,36,1017,1015,1014,10,10,10,16,10,,0.00,3,,239
2001-5-18,25,20,15,13,11,10,77,61,39,1018,1016,1014,10,10,10,23,10,,0.00,5,,42
2001-5-19,20,16,12,13,12,9,94,79,60,1019,1017,1016,10,10,7,98,5,,0.00,6,,47
2001-5-20,22,17,13,17,12,6,100,75,41,1019,1017,1016,10,10,9,21,5,,0.00,6,Rain,231
2001-5-21,23,17,12,13,9,5,94,63,31,1017,1016,1013,10,10,10,27,6,,0.00,5,,200
2001-5-22,23,17,11,12,9,6,94,65,33,1018,1016,1015,10,10,10,21,6,,0.00,4,,326
2001-5-23,25,17,8,10,7,3,94,58,24,1021,1019,1018,10,10,10,21,5,,0.00,3,,8
2001-5-24,27,19,11,11,8,5,94,53,28,1023,1021,1019,10,10,9,16,6,,0.00,2,,334
2001-5-25,29,20,11,10,8,6,82,51,26,1022,1021,1018,10,10,10,13,5,,0.00,1,,356
2001-5-26,30,21,13,11,7,2,58,38,25,1022,1020,1018,10,10,10,13,5,,0.00,2,,359
2001-5-27,31,22,14,10,8,5,63,39,21,1026,1024,1021,10,10,10,14,6,,0.00,1,,76
2001-5-28,33,23,13,10,8,4,82,42,16,1028,1026,1024,,,,8,5,,0.00,,,19
2001-5-29,33,23,14,11,8,5,72,38,18,1026,1023,1020,,,,11,6,,0.00,,,62
2001-5-30,33,24,15,11,7,4,77,39,16,1021,1019,1015,10,10,10,10,5,,0.00,1,,24
2001-5-31,34,24,16,11,7,3,72,35,15,1018,1017,1015,10,10,10,16,6,,0.00,2,,230
2001-6-1,33,26,19,13,10,6,64,40,21,1019,1017,1016,10,10,10,16,6,,0.00,3,,358
2001-6-2,33,24,15,14,8,1,77,42,14,1018,1017,1015,10,10,10,27,6,,0.00,2,,329
2001-6-3,33,23,13,8,4,-1,67,33,12,1019,1018,1017,,,,29,10,,0.00,,,283
2001-6-4,31,22,14,7,1,-8,55,26,8,1023,1021,1019,,,,26,10,,0.00,,,215
2001-6-5,31,21,11,5,2,-5,62,29,10,1022,1021,1018,,,,26,10,,0.00,,,281
2001-6-6,29,22,16,6,3,-4,52,30,13,1022,1020,1018,,,,16,8,,0.00,,,7
2001-6-7,31,21,12,11,4,-2,54,32,12,1020,1017,1013,,,,24,8,,0.00,,,275
2001-6-8,31,22,13,10,2,-3,58,28,11,1014,1013,1010,10,10,10,29,11,55,0.00,2,,256
2001-6-9,25,20,15,13,9,0,88,53,19,1014,1012,1011,10,10,10,21,14,,0.00,5,Rain,243
2001-6-10,23,18,13,14,11,6,100,70,35,1021,1015,1012,10,10,8,27,11,,0.00,4,Rain,46
2001-6-11,26,17,9,8,1,-4,67,39,14,1024,1022,1019,10,10,10,27,13,,0.00,1,,28
2001-6-12,27,19,11,11,6,-2,76,45,16,1021,1019,1016,10,10,10,19,5,,0.00,3,,312
2001-6-13,29,20,12,9,7,2,82,43,19,1018,1017,1015,10,10,10,21,8,,0.00,2,,291
2001-6-14,32,22,13,9,7,2,72,38,19,1018,1016,1014,10,10,10,23,8,,0.00,1,,249
